event,goalie_in_id,goalie_out_id,period_id,time,team_code,s,team_id,goalie_in_info.player_id,goalie_in_info.jersey_number,goalie_in_info.team_id,goalie_in_info.team_code,goalie_in_info.first_name,goalie_in_info.last_name,id,period,time_formatted,home_player_id,visitor_player_id,home_win,location_id,x_location,y_location,win_team_id,player_home.player_id,player_home.jersey_number,player_home.team_id,player_home.team_code,player_home.first_name,player_home.last_name,player_visitor.player_id,player_visitor.jersey_number,player_visitor.team_id,player_visitor.team_code,player_visitor.first_name,player_visitor.last_name,home,player_id,hit_type,hitter.player_id,hitter.jersey_number,hitter.team_id,hitter.team_code,hitter.first_name,hitter.last_name,goalie_id,shot_type,shot_type_description,shot_quality_description,quality,game_goal_id,player_team_id,goalie_team_id,assist1_player_id,assist2_player_id,goal_type_name,player.player_id,player.jersey_number,player.team_id,player.team_code,player.first_name,player.last_name,goalie.player_id,goalie.jersey_number,goalie.team_id,goalie.team_code,goalie.first_name,goalie.last_name,goal_type,goal_player_id,location_set,power_play,empty_net,penalty_shot,short_handed,insurance_goal,game_winning,game_tieing,scorer_goal_num,plus,minus,goal_scorer.player_id,goal_scorer.jersey_number,goal_scorer.team_id,goal_scorer.team_code,goal_scorer.first_name,goal_scorer.last_name,assist1_player.player_id,assist1_player.jersey_number,assist1_player.team_id,assist1_player.team_code,assist1_player.first_name,assist1_player.last_name,assist2_player.player_id,assist2_player.jersey_number,assist2_player.team_id,assist2_player.team_code,assist2_player.first_name,assist2_player.last_name,player_served,offence,pp,time_off_formatted,bench,minutes,minutes_formatted,penalty_class_id,penalty_class,lang_penalty_description,player_penalized_info.player_id,player_penalized_info.jersey_number,player_penalized_info.team_id,player_penalized_info.team_code,player_penalized_info.first_name,player_penalized_info.last_name,player_served_info.player_id,player_served_info.jersey_number,player_served_info.team_id,player_served_info.team_code,player_served_info.first_name,player_served_info.last_name,goalie_out_info.player_id,goalie_out_info.jersey_number,goalie_out_info.team_id,goalie_out_info.team_code,goalie_out_info.first_name,goalie_out_info.last_name
faceoff,,,,00:19:26,,1166,,,,,,,,2,2,19:26,19539,21290,1,9,143.0,94.0,1,19539,9,1,Mon,Gabe,Smith,21290,86,12,Gat,Maxim,Dubé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:19:30,,1170,,,,,,,,2,2,19:30,19539,21290,0,9,143.0,94.0,12,19539,9,1,Mon,Gabe,Smith,21290,86,12,Gat,Maxim,Dubé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,2,19:48,,1188,1,,,,,,,690480,,19:48,,,,,196.0,230.0,,,,,,,,,,,,,,1,23747,,,,,,,,24108,5,Default,Non quality on net,2,,1,12,,,,23747,38,1,Mon,Eerik,Wallenius,24108,35,12,Gat,Finn,Moffett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hit,,,,00:19:59,,1199,1,,,,,,,349298,2,19:59,,,,,12.0,71.0,,,,,,,,,,,,,,1,19539,1,19539,9,1,Mon,Gabe,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:00:00,,0,,,,,,,,3,3,0:00,20414,22097,1,5,300.0,150.0,1,20414,14,1,Mon,Teddy,Mutryn,22097,72,12,Gat,Nicholas,Petrut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,3,00:22,,22,1,,,,,,,690487,,0:22,,,,,197.0,248.0,,,,,,,,,,,,,,1,19528,,,,,,,,24108,5,Default,Non quality on net,2,,1,12,,,,19528,24,1,Mon,Adam,Fortier-Gendron,24108,35,12,Gat,Finn,Moffett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hit,,,,00:02:18,,138,12,,,,,,,349304,3,2:18,,,,,73.0,291.0,,,,,,,,,,,,,,0,21292,1,21292,91,12,Gat,Simon-Xavier,Cyr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hit,,,,00:04:21,,261,1,,,,,,,349305,3,4:21,,,,,2.0,208.0,,,,,,,,,,,,,,1,21450,1,21450,26,1,Mon,Spencer,Thornborough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,3,05:10,,310,12,,,,,,,690488,,5:10,,,,,429.0,250.0,,,,,,,,,,,,,,0,20589,,,,,,,,21388,5,Default,Non quality on net,2,,12,1,,,,20589,19,12,Gat,Yan,Gaudreau,21388,35,1,Mon,Jacoby,Weiner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,3,05:30,,330,12,,,,,,,690490,,5:30,,,,,533.0,156.0,,,,,,,,,,,,,,0,24067,,,,,,,,21388,5,Default,Quality on net,1,,12,1,,,,24067,61,12,Gat,Peter,Legostaev,21388,35,1,Mon,Jacoby,Weiner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,3,05:30,,330,12,,,,,,,690489,,5:30,,,,,542.0,207.0,,,,,,,,,,,,,,0,20265,,,,,,,,21388,5,Default,Non quality on net,2,,12,1,,,,20265,7,12,Gat,Dylan,Allie,21388,35,1,Mon,Jacoby,Weiner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:05:31,,331,,,,,,,,3,3,5:31,20164,21292,1,9,457.0,206.0,1,20164,18,1,Mon,Caleb,Desnoyers,21292,91,12,Gat,Simon-Xavier,Cyr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hit,,,,00:05:48,,348,1,,,,,,,349307,3,5:48,,,,,519.0,10.0,,,,,,,,,,,,,,1,23995,1,23995,15,1,Mon,Matthew,Virgilio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,3,06:06,,366,1,,,,,,,690493,,6:06,,,,,73.0,155.0,,,,,,,,,,,,,,1,23995,,,,,,,,24108,5,Default,Quality on net,1,,1,12,,,,23995,15,1,Mon,Matthew,Virgilio,24108,35,12,Gat,Finn,Moffett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:06:51,,411,,,,,,,,3,3,6:51,19539,19080,1,2,100.0,206.0,1,19539,9,1,Mon,Gabe,Smith,19080,58,12,Gat,Justin,Boisselle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hit,,,,00:07:19,,439,12,,,,,,,349311,3,7:19,,,,,421.0,293.0,,,,,,,,,,,,,,0,21481,1,21481,23,12,Gat,Giovanni,Collin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,3,07:32,,452,1,,,,,,,690499,,7:32,,,,,76.0,197.0,,,,,,,,,,,,,,1,19090,,,,,,,,24108,5,Default,Quality goal,5,246971,1,12,19528,23895,,19090,10,1,Mon,Alex,Mercier,24108,35,12,Gat,Finn,Moffett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goal,,,3,7:32,,452,1,,,,,,,246971,3rd,7:32,,,,,76.0,197.0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,19528,23895,,,,,,,,,,,,,,,19090,0,0,0,0,0,0,0,0,19,"[{'player_id': '19539', 'jersey_number': '9', 'team_id': '1', 'team_code': 'Mon', 'first_name': 'Gabe', 'last_name': 'Smith'}, {'player_id': '19090', 'jersey_number': '10', 'team_id': '1', 'team_code': 'Mon', 'first_name': 'Alex', 'last_name': 'Mercier'}, {'player_id': '23895', 'jersey_number': '16', 'team_id': '1', 'team_code': 'Mon', 'first_name': 'Tommy', 'last_name': 'Bleyl'}, {'player_id': '22262', 'jersey_number': '22', 'team_id': '1', 'team_code': 'Mon', 'first_name': 'Rian', 'last_name': 'Chudzinski'}, {'player_id': '19528', 'jersey_number': '24', 'team_id': '1', 'team_code': 'Mon', 'first_name': 'Adam', 'last_name': 'Fortier-Gendron'}]","[{'player_id': '21299', 'jersey_number': '5', 'team_id': '12', 'team_code': 'Gat', 'first_name': 'Michel', 'last_name': 'Myloserdnyy'}, {'player_id': '23340', 'jersey_number': '9', 'team_id': '12', 'team_code': 'Gat', 'first_name': 'Louis-Étienne', 'last_name': 'Halley'}, {'player_id': '19103', 'jersey_number': '13', 'team_id': '12', 'team_code': 'Gat', 'first_name': 'Jérémie', 'last_name': 'Dumas-Larouche'}, {'player_id': '21481', 'jersey_number': '23', 'team_id': '12', 'team_code': 'Gat', 'first_name': 'Giovanni', 'last_name': 'Collin'}, {'player_id': '19080', 'jersey_number': '58', 'team_id': '12', 'team_code': 'Gat', 'first_name': 'Justin', 'last_name': 'Boisselle'}]",19090,10,1,Mon,Alex,Mercier,19528,24,1,Mon,Adam,Fortier-Gendron,23895,16,1,Mon,Tommy,Bleyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:07:32,,452,,,,,,,,3,3,7:32,20414,22097,1,5,300.0,150.0,1,20414,14,1,Mon,Teddy,Mutryn,22097,72,12,Gat,Nicholas,Petrut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,3,07:45,,465,12,,,,,,,690502,,7:45,,,,,546.0,272.0,,,,,,,,,,,,,,0,22097,,,,,,,,21388,5,Default,Non quality on net,2,,12,1,,,,22097,72,12,Gat,Nicholas,Petrut,21388,35,1,Mon,Jacoby,Weiner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,3,09:30,,570,1,,,,,,,690504,,9:30,,,,,205.0,259.0,,,,,,,,,,,,,,1,23747,,,,,,,,24108,5,Default,Non quality on net,2,,1,12,,,,23747,38,1,Mon,Eerik,Wallenius,24108,35,12,Gat,Finn,Moffett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:10:08,,608,,,,,,,,3,3,10:08,20164,21292,1,8,457.0,49.0,1,20164,18,1,Mon,Caleb,Desnoyers,21292,91,12,Gat,Simon-Xavier,Cyr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,3,10:16,,616,12,,,,,,,690508,,10:16,,,,,526.0,158.0,,,,,,,,,,,,,,0,20244,,,,,,,,21388,5,Default,Quality on net,1,,12,1,,,,20244,93,12,Gat,Zackarie,Michaud,21388,35,1,Mon,Jacoby,Weiner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:10:18,,618,,,,,,,,3,3,10:18,19539,21292,1,9,457.0,206.0,1,19539,9,1,Mon,Gabe,Smith,21292,91,12,Gat,Simon-Xavier,Cyr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:10:47,,647,,,,,,,,3,3,10:47,19090,21290,0,1,100.0,49.0,12,19090,10,1,Mon,Alex,Mercier,21290,86,12,Gat,Maxim,Dubé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:10:59,,659,,,,,,,,3,3,10:59,19625,22097,1,2,100.0,206.0,1,19625,23,1,Mon,Riley,Sampson,22097,72,12,Gat,Nicholas,Petrut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:11:21,,681,,,,,,,,3,3,11:21,19625,19080,0,9,457.0,206.0,12,19625,23,1,Mon,Riley,Sampson,19080,58,12,Gat,Justin,Boisselle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,3,11:34,,694,12,,,,,,,690517,,11:34,,,,,397.0,144.0,,,,,,,,,,,,,,0,19705,,,,,,,,21388,5,Default,Non quality on net,2,,12,1,,,,19705,6,12,Gat,Alexandre,Carbonneau,21388,35,1,Mon,Jacoby,Weiner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:11:50,,710,,,,,,,,3,3,11:50,20414,19080,1,1,100.0,49.0,1,20414,14,1,Mon,Teddy,Mutryn,19080,58,12,Gat,Justin,Boisselle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hit,,,,00:12:24,,744,12,,,,,,,349324,3,12:24,,,,,594.0,101.0,,,,,,,,,,,,,,0,20508,1,20508,18,12,Gat,Gabriel,Séguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,3,12:47,,767,12,,,,,,,690521,,12:47,,,,,529.0,135.0,,,,,,,,,,,,,,0,20508,,,,,,,,21388,5,Default,Quality on net,1,,12,1,,,,20508,18,12,Gat,Gabriel,Séguin,21388,35,1,Mon,Jacoby,Weiner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
penalty,,,3,,,770,1,,,,,,,949981,3rd,,,,,,,,,,,,,,,,,,,,,1,19127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,19127,344,1,12:50,0,2.00,2:00,1,Minor,Hooking,19127,20,1,Mon,Preston,Lounsbury,19127,20,1,Mon,Preston,Lounsbury,,,,,,
faceoff,,,,00:12:50,,770,,,,,,,,3,3,12:50,19539,22097,0,9,457.0,206.0,12,19539,9,1,Mon,Gabe,Smith,22097,72,12,Gat,Nicholas,Petrut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,3,13:46,,826,1,,,,,,,690526,,13:46,,,,,93.0,117.0,,,,,,,,,,,,,,1,23995,,,,,,,,24108,5,Default,Quality goal,5,246973,1,12,20414,,SH,23995,15,1,Mon,Matthew,Virgilio,24108,35,12,Gat,Finn,Moffett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goal,,,3,13:46,,826,1,,,,,,,246973,3rd,13:46,,,,,93.0,117.0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,20414,,,,,,,,,,,,,,,SH,23995,0,0,0,0,1,0,0,0,4,"[{'player_id': '23761', 'jersey_number': '2', 'team_id': '1', 'team_code': 'Mon', 'first_name': 'Max', 'last_name': 'Vilen'}, {'player_id': '20414', 'jersey_number': '14', 'team_id': '1', 'team_code': 'Mon', 'first_name': 'Teddy', 'last_name': 'Mutryn'}, {'player_id': '23995', 'jersey_number': '15', 'team_id': '1', 'team_code': 'Mon', 'first_name': 'Matthew', 'last_name': 'Virgilio'}, {'player_id': '23424', 'jersey_number': '71', 'team_id': '1', 'team_code': 'Mon', 'first_name': 'Grayden', 'last_name': 'Robertson-Palmer'}]","[{'player_id': '20265', 'jersey_number': '7', 'team_id': '12', 'team_code': 'Gat', 'first_name': 'Dylan', 'last_name': 'Allie'}, {'player_id': '19103', 'jersey_number': '13', 'team_id': '12', 'team_code': 'Gat', 'first_name': 'Jérémie', 'last_name': 'Dumas-Larouche'}, {'player_id': '19080', 'jersey_number': '58', 'team_id': '12', 'team_code': 'Gat', 'first_name': 'Justin', 'last_name': 'Boisselle'}, {'player_id': '22097', 'jersey_number': '72', 'team_id': '12', 'team_code': 'Gat', 'first_name': 'Nicholas', 'last_name': 'Petrut'}, {'player_id': '21290', 'jersey_number': '86', 'team_id': '12', 'team_code': 'Gat', 'first_name': 'Maxim', 'last_name': 'Dubé'}]",23995,15,1,Mon,Matthew,Virgilio,20414,14,1,Mon,Teddy,Mutryn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:13:46,,826,,,,,,,,3,3,13:46,20414,20265,1,5,300.0,150.0,1,20414,14,1,Mon,Teddy,Mutryn,20265,7,12,Gat,Dylan,Allie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:13:53,,833,,,,,,,,3,3,13:53,20414,20265,1,7,353.0,227.0,1,20414,14,1,Mon,Teddy,Mutryn,20265,7,12,Gat,Dylan,Allie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,3,14:11,,851,12,,,,,,,690530,,14:11,,,,,514.0,129.0,,,,,,,,,,,,,,0,24067,,,,,,,,21388,5,Default,Quality on net,1,,12,1,,,,24067,61,12,Gat,Peter,Legostaev,21388,35,1,Mon,Jacoby,Weiner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hit,,,,00:14:56,,896,1,,,,,,,349330,3,14:56,,,,,255.0,54.0,,,,,,,,,,,,,,1,22262,2,22262,22,1,Mon,Rian,Chudzinski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,3,15:05,,905,1,,,,,,,690531,,15:05,,,,,78.0,132.0,,,,,,,,,,,,,,1,22262,,,,,,,,24108,5,Default,Quality goal,5,246974,1,12,19127,,,22262,22,1,Mon,Rian,Chudzinski,24108,35,12,Gat,Finn,Moffett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goal,,,3,15:05,,905,1,,,,,,,246974,3rd,15:05,,,,,78.0,132.0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,19127,,,,,,,,,,,,,,,,22262,0,0,0,0,0,0,0,0,11,"[{'player_id': '23761', 'jersey_number': '2', 'team_id': '1', 'team_code': 'Mon', 'first_name': 'Max', 'last_name': 'Vilen'}, {'player_id': '19127', 'jersey_number': '20', 'team_id': '1', 'team_code': 'Mon', 'first_name': 'Preston', 'last_name': 'Lounsbury'}, {'player_id': '22262', 'jersey_number': '22', 'team_id': '1', 'team_code': 'Mon', 'first_name': 'Rian', 'last_name': 'Chudzinski'}, {'player_id': '19625', 'jersey_number': '23', 'team_id': '1', 'team_code': 'Mon', 'first_name': 'Riley', 'last_name': 'Sampson'}, {'player_id': '23747', 'jersey_number': '38', 'team_id': '1', 'team_code': 'Mon', 'first_name': 'Eerik', 'last_name': 'Wallenius'}]","[{'player_id': '20265', 'jersey_number': '7', 'team_id': '12', 'team_code': 'Gat', 'first_name': 'Dylan', 'last_name': 'Allie'}, {'player_id': '23340', 'jersey_number': '9', 'team_id': '12', 'team_code': 'Gat', 'first_name': 'Louis-Étienne', 'last_name': 'Halley'}, {'player_id': '21379', 'jersey_number': '11', 'team_id': '12', 'team_code': 'Gat', 'first_name': 'Zachary', 'last_name': 'Roussy'}, {'player_id': '20589', 'jersey_number': '19', 'team_id': '12', 'team_code': 'Gat', 'first_name': 'Yan', 'last_name': 'Gaudreau'}, {'player_id': '21292', 'jersey_number': '91', 'team_id': '12', 'team_code': 'Gat', 'first_name': 'Simon-Xavier', 'last_name': 'Cyr'}]",22262,22,1,Mon,Rian,Chudzinski,19127,20,1,Mon,Preston,Lounsbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:15:05,,905,,,,,,,,3,3,15:05,20164,21292,1,5,300.0,150.0,1,20164,18,1,Mon,Caleb,Desnoyers,21292,91,12,Gat,Simon-Xavier,Cyr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hit,,,,00:15:36,,936,12,,,,,,,349332,3,15:36,,,,,586.0,216.0,,,,,,,,,,,,,,0,21321,1,21321,71,12,Gat,Alex,Dagenais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,3,15:57,,957,12,,,,,,,690533,,15:57,,,,,523.0,169.0,,,,,,,,,,,,,,0,23340,,,,,,,,21388,5,Default,Quality on net,1,,12,1,,,,23340,9,12,Gat,Louis-Étienne,Halley,21388,35,1,Mon,Jacoby,Weiner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,3,17:06,,1026,1,,,,,,,690535,,17:06,,,,,197.0,197.0,,,,,,,,,,,,,,1,19090,,,,,,,,24108,5,Default,Non quality on net,2,,1,12,,,,19090,10,1,Mon,Alex,Mercier,24108,35,12,Gat,Finn,Moffett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shot,,,3,17:15,,1035,1,,,,,,,690536,,17:15,,,,,64.0,129.0,,,,,,,,,,,,,,1,21450,,,,,,,,24108,5,Default,Quality on net,1,,1,12,,,,21450,26,1,Mon,Spencer,Thornborough,24108,35,12,Gat,Finn,Moffett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hit,,,,00:17:41,,1061,1,,,,,,,349334,3,17:41,,,,,591.0,73.0,,,,,,,,,,,,,,1,23995,1,23995,15,1,Mon,Matthew,Virgilio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hit,,,,00:18:55,,1135,1,,,,,,,349336,3,18:55,,,,,305.0,11.0,,,,,,,,,,,,,,1,20447,1,20447,86,1,Mon,Niko,Tournas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:19:13,,1153,,,,,,,,3,3,19:13,19625,21292,1,5,300.0,150.0,1,19625,23,1,Mon,Riley,Sampson,21292,91,12,Gat,Simon-Xavier,Cyr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:19:23,,1163,,,,,,,,3,3,19:23,19625,21292,1,8,457.0,49.0,1,19625,23,1,Mon,Riley,Sampson,21292,91,12,Gat,Simon-Xavier,Cyr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faceoff,,,,00:19:57,,1197,,,,,,,,3,3,19:57,19625,21292,0,2,100.0,206.0,12,19625,23,1,Mon,Riley,Sampson,21292,91,12,Gat,Simon-Xavier,Cyr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
